rmsk_index	tag	internal_id	block_id	int_type	genoName	genoStart	genoEnd	strand	repName	length	element_family
3452742	2893415_aINT_open	MER50_2893415_aINT_join_1	MER50_2893415	aINT	chr4	34364504	34364676	-	MER50	172	MER50
3452740	2893415_aINT_mid	MER50_2893415_aINT_join_1	MER50_2893415	aINT	chr4	34363807	34364200	-	MER50	393	MER50
3452738	2893415_aINT_close	MER50_2893415_aINT_join_1	MER50_2893415	aINT	chr4	34363368	34363508	-	MER50	140	MER50
513595	429283_aINT_open	MER50_429283_aINT_join_1	MER50_429283	aINT	chr10	31962469	31963114	-	MER50	645	MER50
513593	429283_aINT_close	MER50_429283_aINT_join_1	MER50_429283	aINT	chr10	31962093	31962164	-	MER50	71	MER50
2525945	2116799_bINT_open	MER50_2116799_bINT_join_1	MER50_2116799	bINT	chr2	115118914	115119510	-	MER50	596	MER50
2525941	2116799_bINT_close	MER50_2116799_bINT_join_1	MER50_2116799	bINT	chr2	115118450	115118565	-	MER50	115	MER50
3242009	2717273_aINT_open	MER50_2717273_aINT_join_1	MER50_2717273	aINT	chr3	120511327	120511907	+	MER50	580	MER50
3242011	2717273_aINT_close	MER50_2717273_aINT_join_1	MER50_2717273	aINT	chr3	120512216	120512384	+	MER50	168	MER50
5588509	4664291_bINT_open	MER50_4664291_bINT_join_1	MER50_4664291	bINT	chrY	4009682	4009962	-	MER50	280	MER50
5588496	4664291_bINT_close	MER50_4664291_bINT_join_1	MER50_4664291	bINT	chrY	3996602	3997017	-	MER50	415	MER50
351859	293471_bINT_singleton	MER50_293471_bINT_singleton_1	MER50_293471	bINT	chr1	195732185	195732931	+	MER50	746	MER50
351862	293471_aINT_singleton	MER50_293471_aINT_singleton_1	MER50_293471	aINT	chr1	195738437	195739152	+	MER50	715	MER50
513569	429283_bINT_singleton	MER50_429283_bINT_singleton_1	MER50_429283	bINT	chr10	31951961	31952618	-	MER50	657	MER50
2065790	1731776_bINT_singleton	MER50_1731776_bINT_singleton_1	MER50_1731776	bINT	chr18	8177579	8178115	-	MER50	536	MER50
2065799	1731776_aINT_singleton	MER50_1731776_aINT_singleton_1	MER50_1731776	aINT	chr18	8180284	8180999	-	MER50	715	MER50
2465382	2066607_bINT_singleton	MER50_2066607_bINT_singleton_1	MER50_2066607	bINT	chr2	77830854	77831567	+	MER50	713	MER50
2465386	2066607_aINT_singleton	MER50_2066607_aINT_singleton_1	MER50_2066607	aINT	chr2	77835771	77836422	+	MER50	651	MER50
2485394	2083289_bINT_singleton	MER50_2083289_bINT_singleton_1	MER50_2083289	bINT	chr2	88679962	88680665	+	MER50	703	MER50
2485402	2083289_aINT_singleton	MER50_2083289_aINT_singleton_1	MER50_2083289	aINT	chr2	88686008	88686725	+	MER50	717	MER50
2525952	2116799_aINT_singleton	MER50_2116799_aINT_singleton_1	MER50_2116799	aINT	chr2	115123080	115123788	-	MER50	708	MER50
3242003	2717273_bINT_singleton	MER50_2717273_bINT_singleton_1	MER50_2717273	bINT	chr3	120505445	120506204	+	MER50	759	MER50
3452731	2893415_bINT_singleton	MER50_2893415_bINT_singleton_1	MER50_2893415	bINT	chr4	34357181	34357887	-	MER50	706	MER50
3473117	2910442_bINT_singleton	MER50_2910442_bINT_singleton_1	MER50_2910442	bINT	chr4	44771628	44772334	+	MER50	706	MER50
3473120	2910442_aINT_singleton	MER50_2910442_aINT_singleton_1	MER50_2910442	aINT	chr4	44777754	44778461	+	MER50	707	MER50
4051961	3391747_bINT_singleton	MER50_3391747_bINT_singleton_1	MER50_3391747	bINT	chr6	11102744	11103449	-	MER50	705	MER50
4051965	3391747_aINT_singleton	MER50_3391747_aINT_singleton_1	MER50_3391747	aINT	chr6	11111706	11112217	-	MER50	511	MER50
4353880	3643406_bINT_singleton	MER50_3643406_bINT_singleton_1	MER50_3643406	bINT	chr7	12302433	12303136	+	MER50	703	MER50
4353882	3643406_aINT_singleton	MER50_3643406_aINT_singleton_1	MER50_3643406	aINT	chr7	12304218	12304639	+	MER50	421	MER50
4500798	3766030_bINT_singleton	MER50_3766030_bINT_singleton_1	MER50_3766030	bINT	chr7	95341884	95342588	+	MER50	704	MER50
4500804	3766030_aINT_singleton	MER50_3766030_aINT_singleton_1	MER50_3766030	aINT	chr7	95351994	95352696	+	MER50	702	MER50
4717823	3946862_bINT_singleton	MER50_3946862_bINT_singleton_1	MER50_3946862	bINT	chr8	57366531	57366898	+	MER50	367	MER50
4717829	3946862_aINT_singleton	MER50_3946862_aINT_singleton_1	MER50_3946862	aINT	chr8	57372124	57372856	+	MER50	732	MER50
4735834	3961670_bINT_singleton	MER50_3961670_bINT_singleton_1	MER50_3961670	bINT	chr8	67702373	67703079	+	MER50	706	MER50
4735846	3961670_aINT_singleton	MER50_3961670_aINT_singleton_1	MER50_3961670	aINT	chr8	67708822	67709490	+	MER50	668	MER50
5588520	4664291_aINT_singleton	MER50_4664291_aINT_singleton_1	MER50_4664291	aINT	chrY	4015723	4016459	-	MER50	736	MER50
5611583	4682934_bINT_singleton	MER50_4682934_bINT_singleton_1	MER50_4682934	bINT	chrY	19270627	19271322	+	MER50	695	MER50
5611602	4682934_aINT_singleton	MER50_4682934_aINT_singleton_1	MER50_4682934	aINT	chrY	19278364	19278809	+	MER50	445	MER50
421249	351528_bINT_singleton	MLT1J2_351528_bINT_singleton_1	MLT1J2_351528	bINT	chr1	232165971	232166271	-	MLT1J2	300	MLT1J2
421260	351528_aINT_singleton	MLT1J2_351528_aINT_singleton_1	MLT1J2_351528	aINT	chr1	232169439	232169789	-	MLT1J2	350	MLT1J2
438265	365820_bINT_singleton	MLT1J2_365820_bINT_singleton_1	MLT1J2_365820	bINT	chr1	241036712	241037110	+	MLT1J2	398	MLT1J2
438273	365820_aINT_singleton	MLT1J2_365820_aINT_singleton_1	MLT1J2_365820	aINT	chr1	241039532	241039924	+	MLT1J2	392	MLT1J2
937875	785275_bINT_singleton	MLT1J2_785275_bINT_singleton_1	MLT1J2_785275	bINT	chr11	129481082	129481494	-	MLT1J2	412	MLT1J2
937880	785275_aINT_singleton	MLT1J2_785275_aINT_singleton_1	MLT1J2_785275	aINT	chr11	129483058	129483427	-	MLT1J2	369	MLT1J2
970254	812272_bINT_singleton	MLT1J2_812272_bINT_singleton_1	MLT1J2_812272	bINT	chr12	11602211	11602610	-	MLT1J2	399	MLT1J2
970260	812272_aINT_singleton	MLT1J2_812272_aINT_singleton_1	MLT1J2_812272	aINT	chr12	11603644	11603955	-	MLT1J2	311	MLT1J2
1009523	844845_bINT_singleton	MLT1J2_844845_bINT_singleton_1	MLT1J2_844845	bINT	chr12	33025081	33025396	+	MLT1J2	315	MLT1J2
1009532	844845_aINT_singleton	MLT1J2_844845_aINT_singleton_1	MLT1J2_844845	aINT	chr12	33027990	33028380	+	MLT1J2	390	MLT1J2
1386956	1160130_bINT_singleton	MLT1J2_1160130_bINT_singleton_1	MLT1J2_1160130	bINT	chr14	27389998	27390331	-	MLT1J2	333	MLT1J2
1386959	1160130_aINT_singleton	MLT1J2_1160130_aINT_singleton_1	MLT1J2_1160130	aINT	chr14	27392087	27392410	-	MLT1J2	323	MLT1J2
1450130	1212146_bINT_singleton	MLT1J2_1212146_bINT_singleton_1	MLT1J2_1212146	bINT	chr14	63211927	63212338	-	MLT1J2	411	MLT1J2
1450134	1212146_aINT_singleton	MLT1J2_1212146_aINT_singleton_1	MLT1J2_1212146	aINT	chr14	63213711	63214021	-	MLT1J2	310	MLT1J2
1698322	1419908_bINT_singleton	MLT1J2_1419908_bINT_singleton_1	MLT1J2_1419908	bINT	chr15	101717435	101717881	+	MLT1J2	446	MLT1J2
1698326	1419908_aINT_singleton	MLT1J2_1419908_aINT_singleton_1	MLT1J2_1419908	aINT	chr15	101719467	101719854	+	MLT1J2	387	MLT1J2
2359934	1978550_bINT_singleton	MLT1J2_1978550_bINT_singleton_1	MLT1J2_1978550	bINT	chr2	23314047	23314432	+	MLT1J2	385	MLT1J2
2359937	1978550_aINT_singleton	MLT1J2_1978550_aINT_singleton_1	MLT1J2_1978550	aINT	chr2	23316362	23316794	+	MLT1J2	432	MLT1J2
2565840	2149569_bINT_singleton	MLT1J2_2149569_bINT_singleton_1	MLT1J2_2149569	bINT	chr2	137025466	137025794	-	MLT1J2	328	MLT1J2
2565843	2149569_aINT_singleton	MLT1J2_2149569_aINT_singleton_1	MLT1J2_2149569	aINT	chr2	137027184	137027546	-	MLT1J2	362	MLT1J2
3055002	2560548_bINT_singleton	MLT1J2_2560548_bINT_singleton_1	MLT1J2_2560548	bINT	chr3	13690205	13690565	+	MLT1J2	360	MLT1J2
3055011	2560548_aINT_singleton	MLT1J2_2560548_aINT_singleton_1	MLT1J2_2560548	aINT	chr3	13692401	13692830	+	MLT1J2	429	MLT1J2
3226230	2703978_bINT_singleton	MLT1J2_2703978_bINT_singleton_1	MLT1J2_2703978	bINT	chr3	111310184	111310538	-	MLT1J2	354	MLT1J2
3226232	2703978_aINT_singleton	MLT1J2_2703978_aINT_singleton_1	MLT1J2_2703978	aINT	chr3	111311900	111312278	-	MLT1J2	378	MLT1J2
3586403	3004349_bINT_singleton	MLT1J2_3004349_bINT_singleton_1	MLT1J2_3004349	bINT	chr4	113433214	113433576	+	MLT1J2	362	MLT1J2
3586407	3004349_aINT_singleton	MLT1J2_3004349_aINT_singleton_1	MLT1J2_3004349	aINT	chr4	113435036	113435375	+	MLT1J2	339	MLT1J2
3857491	3229038_bINT_singleton	MLT1J2_3229038_bINT_singleton_1	MLT1J2_3229038	bINT	chr5	87572163	87572494	-	MLT1J2	331	MLT1J2
3857496	3229038_aINT_singleton	MLT1J2_3229038_aINT_singleton_1	MLT1J2_3229038	aINT	chr5	87574141	87574533	-	MLT1J2	392	MLT1J2
4252555	3558823_bINT_singleton	MLT1J2_3558823_bINT_singleton_1	MLT1J2_3558823	bINT	chr6	125327787	125328138	+	MLT1J2	351	MLT1J2
4252558	3558823_aINT_singleton	MLT1J2_3558823_aINT_singleton_1	MLT1J2_3558823	aINT	chr6	125329211	125329657	+	MLT1J2	446	MLT1J2
5357987	4481903_bINT_singleton	MLT1J2_4481903_bINT_singleton_1	MLT1J2_4481903	bINT	chrX	26266137	26266573	+	MLT1J2	436	MLT1J2
5357994	4481903_aINT_singleton	MLT1J2_4481903_aINT_singleton_1	MLT1J2_4481903	aINT	chrX	26268779	26269172	+	MLT1J2	393	MLT1J2
2434197	2040740_bINT_overlap_open	MER34_2040740_bINT_join_1	MER34_2040740	bINT	chr2	61652059	61652119	-	MER34	60	MER34
2434195	2040740_bINT_overlap_mid	MER34_2040740_bINT_join_1	MER34_2040740	bINT	chr2	61651574	61651888	-	MER34	314	MER34
2434193	2040740_bINT_overlap_mid	MER34_2040740_bINT_join_1	MER34_2040740	bINT	chr2	61651164	61651268	-	MER34	104	MER34
2434191	2040740_bINT_overlap_close	MER34_2040740_bINT_join_1	MER34_2040740	bINT	chr2	61650801	61650859	-	MER34	58	MER34
2434209	2040740_aINT_open	MER34_2040740_aINT_join_1	MER34_2040740	aINT	chr2	61655225	61655558	-	MER34	333	MER34
2434207	2040740_aINT_close	MER34_2040740_aINT_join_1	MER34_2040740	aINT	chr2	61654733	61654898	-	MER34	165	MER34
537198	448749_bINT_singleton	MER34_448749_bINT_singleton_1	MER34_448749	bINT	chr10	48226478	48226936	+	MER34	458	MER34
537204	448749_aINT_singleton	MER34_448749_aINT_singleton_1	MER34_448749	aINT	chr10	48231196	48231674	+	MER34	478	MER34
1802715	1508660_bINT_singleton	MSTA1_1508660_bINT_singleton_1	MSTA1_1508660	bINT	chr16	55197887	55198350	+	MSTA1	463	MSTA1
1802717	1508660_aINT_singleton	MSTA1_1508660_aINT_singleton_1	MSTA1_1508660	aINT	chr16	55199930	55200378	+	MSTA1	448	MSTA1
3865169	3235454_bINT_singleton	MSTA1_3235454_bINT_singleton_1	MSTA1_3235454	bINT	chr5	92472941	92473341	+	MSTA1	400	MSTA1
3865173	3235454_aINT_singleton	MSTA1_3235454_aINT_singleton_1	MSTA1_3235454	aINT	chr5	92475006	92475451	+	MSTA1	445	MSTA1
4706293	3937500_bINT_singleton	MSTA1_3937500_bINT_singleton_1	MSTA1_3937500	bINT	chr8	50770615	50771052	+	MSTA1	437	MSTA1
4706295	3937500_aINT_singleton	MSTA1_3937500_aINT_singleton_1	MSTA1_3937500	aINT	chr8	50772656	50773105	+	MSTA1	449	MSTA1
5419133	4530658_bINT_singleton	MSTA1_4530658_bINT_singleton_1	MSTA1_4530658	bINT	chrX	63396683	63397178	-	MSTA1	495	MSTA1
5419146	4530658_aINT_singleton	MSTA1_4530658_aINT_singleton_1	MSTA1_4530658	aINT	chrX	63402512	63402950	-	MSTA1	438	MSTA1
3898941	3263358_aINT_open	LTR39_3263358_aINT_join_1	LTR39_3263358	aINT	chr5	113790909	113791114	-	LTR39	205	LTR39
3898939	3263358_aINT_close	LTR39_3263358_aINT_join_1	LTR39_3263358	aINT	chr5	113790067	113790609	-	LTR39	542	LTR39
3898921	3263358_bINT_singleton	LTR39_3263358_bINT_singleton_1	LTR39_3263358	bINT	chr5	113780932	113781676	-	LTR39	744	LTR39
1154419	965692_aINT_overlap_open	THE1A_965692_aINT_join_1	THE1A_965692	aINT	chr12	111374038	111374340	-	THE1A	302	THE1A
1154415	965692_aINT_overlap_close	THE1A_965692_aINT_join_1	THE1A_965692	aINT	chr12	111373454	111373514	-	THE1A	60	THE1A
238308	199062_bINT_singleton	THE1A_199062_bINT_singleton_1	THE1A_199062	bINT	chr1	113717565	113717922	-	THE1A	357	THE1A
238312	199062_aINT_singleton	THE1A_199062_aINT_singleton_1	THE1A_199062	aINT	chr1	113719799	113720147	-	THE1A	348	THE1A
389181	324878_bINT_singleton	THE1A_324878_bINT_singleton_1	THE1A_324878	bINT	chr1	214983704	214984059	+	THE1A	355	THE1A
389185	324878_aINT_singleton	THE1A_324878_aINT_singleton_1	THE1A_324878	aINT	chr1	214985925	214986276	+	THE1A	351	THE1A
1014968	849272_bINT_singleton	THE1A_849272_bINT_singleton_1	THE1A_849272	bINT	chr12	39782235	39782593	+	THE1A	358	THE1A
1014973	849272_aINT_singleton	THE1A_849272_aINT_singleton_1	THE1A_849272	aINT	chr12	39786129	39786483	+	THE1A	354	THE1A
1154411	965692_bINT_singleton	THE1A_965692_bINT_singleton_1	THE1A_965692	bINT	chr12	111371260	111371614	-	THE1A	354	THE1A
1164863	974704_bINT_singleton	THE1A_974704_bINT_singleton_1	THE1A_974704	bINT	chr12	115365839	115366193	+	THE1A	354	THE1A
1164865	974704_aINT_singleton	THE1A_974704_aINT_singleton_1	THE1A_974704	aINT	chr12	115367773	115368126	+	THE1A	353	THE1A
1284853	1074985_bINT_singleton	THE1A_1074985_bINT_singleton_1	THE1A_1074985	bINT	chr13	61124818	61125172	-	THE1A	354	THE1A
1284855	1074985_aINT_singleton	THE1A_1074985_aINT_singleton_1	THE1A_1074985	aINT	chr13	61126743	61127096	-	THE1A	353	THE1A
2330900	1953979_bINT_singleton	THE1A_1953979_bINT_singleton_1	THE1A_1953979	bINT	chr2	7640212	7640554	-	THE1A	342	THE1A
2330902	1953979_aINT_singleton	THE1A_1953979_aINT_singleton_1	THE1A_1953979	aINT	chr2	7642117	7642461	-	THE1A	344	THE1A
2614435	2190449_bINT_singleton	THE1A_2190449_bINT_singleton_1	THE1A_2190449	bINT	chr2	166721807	166722163	-	THE1A	356	THE1A
2614437	2190449_aINT_singleton	THE1A_2190449_aINT_singleton_1	THE1A_2190449	aINT	chr2	166723725	166724080	-	THE1A	355	THE1A
2646771	2217536_bINT_singleton	THE1A_2217536_bINT_singleton_1	THE1A_2217536	bINT	chr2	185522306	185522657	+	THE1A	351	THE1A
2646775	2217536_aINT_singleton	THE1A_2217536_aINT_singleton_1	THE1A_2217536	aINT	chr2	185524566	185524918	+	THE1A	352	THE1A
2710757	2271265_bINT_singleton	THE1A_2271265_bINT_singleton_1	THE1A_2271265	bINT	chr2	221056294	221056647	-	THE1A	353	THE1A
2710759	2271265_aINT_singleton	THE1A_2271265_aINT_singleton_1	THE1A_2271265	aINT	chr2	221058065	221058416	-	THE1A	351	THE1A
3702641	3100361_bINT_singleton	THE1A_3100361_bINT_singleton_1	THE1A_3100361	bINT	chr4	183465926	183466285	+	THE1A	359	THE1A
3702643	3100361_aINT_singleton	THE1A_3100361_aINT_singleton_1	THE1A_3100361	aINT	chr4	183467853	183468204	+	THE1A	351	THE1A
3763305	3150435_bINT_singleton	THE1A_3150435_bINT_singleton_1	THE1A_3150435	bINT	chr5	31073261	31073610	-	THE1A	349	THE1A
3763307	3150435_aINT_singleton	THE1A_3150435_aINT_singleton_1	THE1A_3150435	aINT	chr5	31075178	31075531	-	THE1A	353	THE1A
4348119	3638689_bINT_singleton	THE1A_3638689_bINT_singleton_1	THE1A_3638689	bINT	chr7	8524575	8524931	+	THE1A	356	THE1A
4348121	3638689_aINT_singleton	THE1A_3638689_aINT_singleton_1	THE1A_3638689	aINT	chr7	8526510	8526865	+	THE1A	355	THE1A
4393414	3676792_bINT_singleton	THE1A_3676792_bINT_singleton_1	THE1A_3676792	bINT	chr7	34882141	34882495	-	THE1A	354	THE1A
4393416	3676792_aINT_singleton	THE1A_3676792_aINT_singleton_1	THE1A_3676792	aINT	chr7	34884062	34884411	-	THE1A	349	THE1A
5380672	4500707_bINT_singleton	THE1A_4500707_bINT_singleton_1	THE1A_4500707	bINT	chrX	39434677	39435032	-	THE1A	355	THE1A
5380674	4500707_aINT_singleton	THE1A_4500707_aINT_singleton_1	THE1A_4500707	aINT	chrX	39436562	39436916	-	THE1A	354	THE1A
5507197	4599034_bINT_singleton	THE1A_4599034_bINT_singleton_1	THE1A_4599034	bINT	chrX	116685977	116686331	+	THE1A	354	THE1A
5507199	4599034_aINT_singleton	THE1A_4599034_aINT_singleton_1	THE1A_4599034	aINT	chrX	116687887	116688238	+	THE1A	351	THE1A
3695951	3094632_aINT_open	MLT1E_3094632_aINT_join_1	MLT1E_3094632	aINT	chr4	179374936	179374992	-	MLT1E	56	MLT1E
3695948	3094632_aINT_mid	MLT1E_3094632_aINT_join_1	MLT1E_3094632	aINT	chr4	179374264	179374707	-	MLT1E	443	MLT1E
3695946	3094632_aINT_close	MLT1E_3094632_aINT_join_1	MLT1E_3094632	aINT	chr4	179373159	179373202	-	MLT1E	43	MLT1E
3695942	3094632_bINT_overlap_open	MLT1E_3094632_bINT_join_1	MLT1E_3094632	bINT	chr4	179370772	179371237	-	MLT1E	465	MLT1E
3695936	3094632_bINT_overlap_close	MLT1E_3094632_bINT_join_1	MLT1E_3094632	bINT	chr4	179369277	179369407	-	MLT1E	130	MLT1E
2552824	2138749_bINT_singleton	MLT1E_2138749_bINT_singleton_1	MLT1E_2138749	bINT	chr2	129828575	129829157	+	MLT1E	582	MLT1E
2552830	2138749_aINT_singleton	MLT1E_2138749_aINT_singleton_1	MLT1E_2138749	aINT	chr2	129831821	129832210	+	MLT1E	389	MLT1E
3806903	3186976_bINT_singleton	MLT1E_3186976_bINT_singleton_1	MLT1E_3186976	bINT	chr5	59851460	59852051	+	MLT1E	591	MLT1E
3806905	3186976_aINT_singleton	MLT1E_3186976_aINT_singleton_1	MLT1E_3186976	aINT	chr5	59852190	59852734	+	MLT1E	544	MLT1E
406530	339480_bINT_open	MLT1K_339480_bINT_join_1	MLT1K_339480	bINT	chr1	224521414	224521483	+	MLT1K	69	MLT1K
406531	339480_bINT_close	MLT1K_339480_bINT_join_1	MLT1K_339480	bINT	chr1	224521516	224521835	+	MLT1K	319	MLT1K
3572248	2992378_aINT_open	MLT1K_2992378_aINT_join_1	MLT1K_2992378	aINT	chr4	105130840	105130993	-	MLT1K	153	MLT1K
3572246	2992378_aINT_close	MLT1K_2992378_aINT_join_1	MLT1K_2992378	aINT	chr4	105130142	105130576	-	MLT1K	434	MLT1K
309737	258697_bINT_singleton	MLT1K_258697_bINT_singleton_1	MLT1K_258697	bINT	chr1	172099179	172099580	-	MLT1K	401	MLT1K
309739	258697_aINT_singleton	MLT1K_258697_aINT_singleton_1	MLT1K_258697	aINT	chr1	172100631	172101081	-	MLT1K	450	MLT1K
406537	339480_aINT_singleton	MLT1K_339480_aINT_singleton_1	MLT1K_339480	aINT	chr1	224524820	224525204	+	MLT1K	384	MLT1K
820837	687055_bINT_singleton	MLT1K_687055_bINT_singleton_1	MLT1K_687055	bINT	chr11	68963641	68964031	+	MLT1K	390	MLT1K
820845	687055_aINT_singleton	MLT1K_687055_aINT_singleton_1	MLT1K_687055	aINT	chr11	68966710	68967218	+	MLT1K	508	MLT1K
2099025	1759426_bINT_singleton	MLT1K_1759426_bINT_singleton_1	MLT1K_1759426	bINT	chr18	31763172	31763542	-	MLT1K	370	MLT1K
2099034	1759426_aINT_singleton	MLT1K_1759426_aINT_singleton_1	MLT1K_1759426	aINT	chr18	31766734	31767136	-	MLT1K	402	MLT1K
2546374	2133679_bINT_singleton	MLT1K_2133679_bINT_singleton_1	MLT1K_2133679	bINT	chr2	126449444	126449867	+	MLT1K	423	MLT1K
2546388	2133679_aINT_singleton	MLT1K_2133679_aINT_singleton_1	MLT1K_2133679	aINT	chr2	126459976	126460410	+	MLT1K	434	MLT1K
2679999	2245145_bINT_singleton	MLT1K_2245145_bINT_singleton_1	MLT1K_2245145	bINT	chr2	204011146	204011550	+	MLT1K	404	MLT1K
2680002	2245145_aINT_singleton	MLT1K_2245145_aINT_singleton_1	MLT1K_2245145	aINT	chr2	204012958	204013544	+	MLT1K	586	MLT1K
3572244	2992378_bINT_singleton	MLT1K_2992378_bINT_singleton_1	MLT1K_2992378	bINT	chr4	105128327	105128876	-	MLT1K	549	MLT1K
4248133	3555109_bINT_singleton	MLT1K_3555109_bINT_singleton_1	MLT1K_3555109	bINT	chr6	122558048	122558424	-	MLT1K	376	MLT1K
4248144	3555109_aINT_singleton	MLT1K_3555109_aINT_singleton_1	MLT1K_3555109	aINT	chr6	122565752	122566184	-	MLT1K	432	MLT1K
5535928	4622038_bINT_singleton	MLT1K_4622038_bINT_singleton_1	MLT1K_4622038	bINT	chrX	132353775	132354206	+	MLT1K	431	MLT1K
5535948	4622038_aINT_singleton	MLT1K_4622038_aINT_singleton_1	MLT1K_4622038	aINT	chrX	132361703	132362265	+	MLT1K	562	MLT1K
3000722	2514644_bINT_open	MLT1H2_2514644_bINT_join_1	MLT1H2_2514644	bINT	chr22	38971953	38972025	-	MLT1H2	72	MLT1H2
3000719	2514644_bINT_close	MLT1H2_2514644_bINT_join_1	MLT1H2_2514644	bINT	chr22	38971234	38971642	-	MLT1H2	408	MLT1H2
4357037	3646055_aINT_open	MLT1H2_3646055_aINT_join_1	MLT1H2_3646055	aINT	chr7	14267146	14267468	+	MLT1H2	322	MLT1H2
4357039	3646055_aINT_close	MLT1H2_3646055_aINT_join_1	MLT1H2_3646055	aINT	chr7	14267788	14267848	+	MLT1H2	60	MLT1H2
2531231	2121089_bINT_overlap_open	MLT1H2_2121089_bINT_join_1	MLT1H2_2121089	bINT	chr2	118355287	118355377	+	MLT1H2	90	MLT1H2
2531233	2121089_bINT_overlap_close	MLT1H2_2121089_bINT_join_1	MLT1H2_2121089	bINT	chr2	118355678	118356008	+	MLT1H2	330	MLT1H2
457358	381710_bINT_singleton	MLT1H2_381710_bINT_singleton_1	MLT1H2_381710	bINT	chr10	2858544	2858992	-	MLT1H2	448	MLT1H2
457360	381710_aINT_singleton	MLT1H2_381710_aINT_singleton_1	MLT1H2_381710	aINT	chr10	2860221	2860681	-	MLT1H2	460	MLT1H2
476005	397700_bINT_singleton	MLT1H2_397700_bINT_singleton_1	MLT1H2_397700	bINT	chr10	13023200	13023666	-	MLT1H2	466	MLT1H2
476007	397700_aINT_singleton	MLT1H2_397700_aINT_singleton_1	MLT1H2_397700	aINT	chr10	13025012	13025487	-	MLT1H2	475	MLT1H2
1098291	918606_bINT_singleton	MLT1H2_918606_bINT_singleton_1	MLT1H2_918606	bINT	chr12	84799736	84800242	+	MLT1H2	506	MLT1H2
1098295	918606_aINT_singleton	MLT1H2_918606_aINT_singleton_1	MLT1H2_918606	aINT	chr12	84801093	84801570	+	MLT1H2	477	MLT1H2
1409175	1178554_bINT_singleton	MLT1H2_1178554_bINT_singleton_1	MLT1H2_1178554	bINT	chr14	39686511	39686970	-	MLT1H2	459	MLT1H2
1409177	1178554_aINT_singleton	MLT1H2_1178554_aINT_singleton_1	MLT1H2_1178554	aINT	chr14	39687444	39687930	-	MLT1H2	486	MLT1H2
2263683	1897707_bINT_singleton	MLT1H2_1897707_bINT_singleton_1	MLT1H2_1897707	bINT	chr19	37341216	37341653	-	MLT1H2	437	MLT1H2
2263689	1897707_aINT_singleton	MLT1H2_1897707_aINT_singleton_1	MLT1H2_1897707	aINT	chr19	37343379	37343833	-	MLT1H2	454	MLT1H2
2357321	1976408_bINT_singleton	MLT1H2_1976408_bINT_singleton_1	MLT1H2_1976408	bINT	chr2	21744259	21744595	-	MLT1H2	336	MLT1H2
2357329	1976408_aINT_singleton	MLT1H2_1976408_aINT_singleton_1	MLT1H2_1976408	aINT	chr2	21747431	21747828	-	MLT1H2	397	MLT1H2
2365151	1982801_bINT_singleton	MLT1H2_1982801_bINT_singleton_1	MLT1H2_1982801	bINT	chr2	25690148	25690626	+	MLT1H2	478	MLT1H2
2365159	1982801_aINT_singleton	MLT1H2_1982801_aINT_singleton_1	MLT1H2_1982801	aINT	chr2	25693032	25693427	+	MLT1H2	395	MLT1H2
2531246	2121089_aINT_singleton	MLT1H2_2121089_aINT_singleton_1	MLT1H2_2121089	aINT	chr2	118364583	118365007	+	MLT1H2	424	MLT1H2
3000725	2514644_aINT_singleton	MLT1H2_2514644_aINT_singleton_1	MLT1H2_2514644	aINT	chr22	38972601	38972910	-	MLT1H2	309	MLT1H2
3778178	3162837_bINT_singleton	MLT1H2_3162837_bINT_singleton_1	MLT1H2_3162837	bINT	chr5	38736127	38736435	+	MLT1H2	308	MLT1H2
3778181	3162837_aINT_singleton	MLT1H2_3162837_aINT_singleton_1	MLT1H2_3162837	aINT	chr5	38738156	38738584	+	MLT1H2	428	MLT1H2
3859774	3230969_bINT_singleton	MLT1H2_3230969_bINT_singleton_1	MLT1H2_3230969	bINT	chr5	89092373	89092850	-	MLT1H2	477	MLT1H2
3859778	3230969_aINT_singleton	MLT1H2_3230969_aINT_singleton_1	MLT1H2_3230969	aINT	chr5	89094635	89094956	-	MLT1H2	321	MLT1H2
3885968	3252694_bINT_singleton	MLT1H2_3252694_bINT_singleton_1	MLT1H2_3252694	bINT	chr5	105829943	105830398	-	MLT1H2	455	MLT1H2
3885976	3252694_aINT_singleton	MLT1H2_3252694_aINT_singleton_1	MLT1H2_3252694	aINT	chr5	105832394	105832888	-	MLT1H2	494	MLT1H2
4357032	3646055_bINT_singleton	MLT1H2_3646055_bINT_singleton_1	MLT1H2_3646055	bINT	chr7	14264600	14264933	+	MLT1H2	333	MLT1H2
4750760	3974121_bINT_singleton	MLT1H2_3974121_bINT_singleton_1	MLT1H2_3974121	bINT	chr8	76051100	76051577	+	MLT1H2	477	MLT1H2
4750763	3974121_aINT_singleton	MLT1H2_3974121_aINT_singleton_1	MLT1H2_3974121	aINT	chr8	76052787	76053281	+	MLT1H2	494	MLT1H2
5347662	4473390_bINT_singleton	MLT1H2_4473390_bINT_singleton_1	MLT1H2_4473390	bINT	chrX	20885434	20885927	-	MLT1H2	493	MLT1H2
5347666	4473390_aINT_singleton	MLT1H2_4473390_aINT_singleton_1	MLT1H2_4473390	aINT	chrX	20887052	20887505	-	MLT1H2	453	MLT1H2
1142781	955789_bINT_open	MER4B_955789_bINT_join_1	MER4B_955789	bINT	chr12	106939803	106940017	-	MER4B	214	MER4B
